client.c.cuuid.claim_uuid,client.c.c.req_cargo_lcv_l_lcy_cost,client.c.c.req_cargo_lcv_m_lcy_cost,client.c.c.req_cargo_one_loader_lcy_cost,client.c.c.req_cargo_two_loaders_lcy_cost,performer.c.c.req_cargo_lcv_l_lcy_cost,performer.c.c.req_cargo_lcv_m_lcy_cost,performer.c.c.req_cargo_one_loader_lcy_cost,performer.c.c.req_cargo_two_loaders_lcy_cost
005bba0c17a041d3a15f350a9be76351,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0
005bdfa0bcb147d68cbc8ad7c5f8fa3e,0.0,328.0,0.0,999.0,0.0,191.0,0.0,759.0
005c384d85264fe79ede023a59ead6ed,0.0,443.0,633.0,0.0,0.0,371.0,500.0,0.0
005c3fe713fc42f0a0e662e0a1ada980,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0
005c745147714ddf821327b68c570706,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
005cc43abbf64ef2903555385247cf21,1003.0,0.0,500.0,0.0,742.0,0.0,380.0,0.0
005ccbce0da14c9dbcf7ec928bbd0955,1053.0,0.0,0.0,0.0,723.0,0.0,0.0,0.0
005d3f3439c54938a1ed669d07168079,1086.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0
0060149475844ed2bb506ff7cc8b30df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006033db1c044de4a3a0c3adbacb317e,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0
00606ae0a8024555a8c884a241f64724,0.0,528.0,0.0,0.0,0.0,434.0,0.0,0.0
0060aceaa40e4d6a8407fb3c77db52ed,0.0,0.0,420.0,0.0,0.0,0.0,328.0,0.0
0060b03e9c5e4b15a0d02a1f20ae288c,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
0060b3fdd7924b8e901eee652eb6eeac,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0
0060e371ba724206b92d1772f9a8b5e1,0.0,0.0,399.0,0.0,0.0,0.0,427.0,0.0
00611dea0f7344c4909929a1f6832312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00613f5a03c047ad9ade39ad5a492134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0061bc7e73204a4d80ca5abc0e29379f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006249dec39d456fbb2853cca3fa3746,0.0,459.0,0.0,0.0,0.0,181.0,0.0,789.0
0062659c7ad3496dbdd5b00fe511cd1e,0.0,0.0,423.0,0.0,0.0,0.0,328.0,0.0
00631269f2d8454e9291fc53947b0730,566.0,0.0,0.0,999.0,391.0,0.0,0.0,759.0
0063aadfacfd406ea086a57b4f64c025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0063fb922e354d6289d3eca378a7d514,0.0,0.0,0.0,0.0,0.0,168.0,380.0,0.0
0064fb1801be4d01bf20227cb43847a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006557e1cd2f4e29b2d98a8e226df041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00668293e0274220a7901adbe1e25f36,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0
0067225edd2640e1abc85c52cdaf9a75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0067241bdee44656a611333744ccbc2b,0.0,0.0,500.0,0.0,0.0,0.0,395.0,0.0
006821fa0cc247298d8048ca0dd0dcab,3180.0,0.0,0.0,0.0,2419.0,0.0,0.0,0.0
006841923d134025b4ca4ba366a17bc7,725.0,0.0,0.0,0.0,594.0,0.0,0.0,0.0
0068a03393af41cea0aa418cd818ba9d,0.0,1231.0,0.0,0.0,0.0,954.0,0.0,0.0
0068b267e9be4a4fb96128f225c0b34e,0.0,0.0,566.0,0.0,0.0,0.0,405.0,0.0
0068d23430324feebf1da9b7e06be286,788.0,0.0,500.0,0.0,601.0,0.0,380.0,0.0
00693a3073da47d0a667e555467391ed,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0
006958c9e42d4bdbb6a25258db39d951,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0
0069b1aa1d59412fa7e6a58e8232d847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006aa0f188004c65b077a30b9b54b65d,1159.0,0.0,0.0,0.0,973.0,0.0,0.0,0.0
006b37136e54479384873d5f6ca7a02f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006bb4e5354f4e93b878260a05b4befe,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0
006bc661b9154a9cad9c72539a0f6742,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0
006bf319f935498382dbbe0a4c6dffa9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006c598b282a4a5fa22b8e07744794f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006da8f5d23e448eac9b385c00c7dd44,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0
006de6a73d734a3ba491f174dd949f43,0.0,531.0,0.0,0.0,0.0,382.0,0.0,0.0
006edcd8d2b8489dba9cd32daba77fac,0.0,890.0,0.0,0.0,0.0,681.0,0.0,0.0
006f011700a0400bb66184b5442af4aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006f42352f024f88ba2f23fccea7539d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006fd75dc950430884239dcd5194d1af,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006fdd4f356447d8b2d4f40b66edf64c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00700545d9584865bb9c34c01e127649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00702ad23f2a400cb47a40ac734950d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0070357c5f9e4389aa81d3f99ceef050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0070d1b438dc4894844e35a97bdf0b29,0.0,292.0,500.0,0.0,0.0,222.0,380.0,0.0
0070d9e91de5458b931da4d47a8ee109,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0
0070f4e5adc24b23a790e210bad222d5,0.0,129.0,0.0,0.0,0.0,99.0,0.0,0.0
00714f297e354a8b9ae72fac67d5b281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0071bb8b40c24028bc9ef5fbc3ca8175,1666.0,0.0,0.0,0.0,1329.0,0.0,0.0,0.0
007204117101457080e5f27efbe561e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00722bf29eb94d3d80f1d555f999f683,0.0,0.0,399.0,0.0,0.0,0.0,427.0,0.0
0072b0037f95474883e6e7108039415b,0.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0
007339e5d7c9404fa07c01f73f9e99a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007387ddbfec491d96f7bc6ca53792a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0073f9f7960d46498b2dc0bbabb5b684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007435b90d4146cbadd0bbd5093dc485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0074948097eb487a96235dc209502c16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0074b67a06e54ca79336ceffa7ab36e7,0.0,444.0,0.0,999.0,0.0,333.0,0.0,759.0
0075065d586f4a029a50a919b014ebfc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00753848ab9640248065b135d9459380,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0
00756757ab9c4010aef07fd0cc448257,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
00764fee435a4a30af60582e6782ab74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0076c5ece68d49deae06378f2f1e71e6,0.0,0.0,0.0,0.0,621.0,0.0,0.0,0.0
00772d3b88d24b179ab05231923512c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0077ad7a886746fba9c2fe1259e7d370,876.0,0.0,0.0,1020.0,607.0,0.0,0.0,759.0
00790a057e184ca9823936163d474e02,0.0,0.0,0.0,0.0,0.0,82.0,263.0,0.0
0079311da44642fa9be202ff7e614b44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007a60f399f44c3fade5b0495d760d59,0.0,441.0,0.0,0.0,0.0,441.0,0.0,0.0
007aab1ea75147a3aaae3154556efed2,0.0,572.0,0.0,0.0,0.0,438.0,0.0,0.0
007b9449edfa48f0accfa3977732b543,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0
007bcc92272c47a4bb0cad85619ecea9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007c43fe718f4b9f9564193306e009b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007d64d35a434d41a5f29f74db13d25c,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
007dbaf7c9054700880fe1cc1d990517,0.0,289.0,0.0,1059.0,0.0,207.0,0.0,759.0
007e1dfa652440249a92c21c8b036e17,0.0,212.0,0.0,0.0,0.0,159.0,0.0,0.0
007e4a37ae9f44048c686c0d81d786a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007e51da41ae480abd1c8c2e9723b0f4,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0
007e74370add456da705616109b5f3a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007ea45c98974b8ba203fdbbb862a1c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007eff86c421489d9486888098176d0a,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0
007fa63ec4204fe6a622b6b7868b390c,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0
007fece6aead448e8992930fcf6eaba6,0.0,305.0,0.0,0.0,0.0,232.0,0.0,0.0
0080415b3ed44fe58f9a48501a9cc2a8,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0
0080d7614b9146d09669286fbe73b224,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0
0081046aa3f840a8aa247c406ca18980,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0
00810bfdcff24e6085561b4090082418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008278715a534be0b020e94d8f4381b8,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
0082ebe190ca4afcbe16aac785d1146e,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
0082ef7c2c844a999e1506d377a250d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00830790097a411bb8b65428cffe4354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008360cadc1b466cbfd6132a0252e09e,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
008428f9de7143daac3992ff78ce93c9,0.0,203.0,0.0,0.0,0.0,157.0,0.0,0.0
00844287bb6549688b16057ce2dca8d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008481e0c67c4152830692d5916f89b2,0.0,589.0,0.0,0.0,0.0,415.0,0.0,0.0
00851c62752348bfbb7fb4be0d4e1b13,0.0,0.0,0.0,960.0,0.0,0.0,0.0,759.0
00852b6bf9594fc3bc5a3f5760097066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0086b9c5716e41f0b8e66ca7d25eb9ed,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
0086c53dd6894bfab4a1ed837296a8ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0086f235a1cc4128861658db705873aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00870a86df0d4918bdda57b3bf2281f1,0.0,658.0,0.0,0.0,0.0,449.0,0.0,0.0
0087af7bef444d9c9ad4e609ef51c211,0.0,461.0,0.0,0.0,0.0,355.0,0.0,0.0
0087c89a600f4028819b89b27280ad9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0088887a8f08441eaee8a17ee38531b1,0.0,554.0,0.0,0.0,0.0,429.0,0.0,0.0
0088c51d139a4586a65e905851490fba,0.0,210.0,0.0,0.0,0.0,160.0,0.0,0.0
008a2cc062ab4bccbf3165d65060f93f,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0
008ab66a3b594a8bbbc3889062543c18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008b8698c97e4413996a3eccae6079f4,0.0,401.0,0.0,1059.0,0.0,290.0,0.0,759.0
008baf82ed8f4970bd78d7029ef1088e,0.0,0.0,0.0,0.0,532.0,0.0,424.0,0.0
008cb977ff8f48659a99c44be03baa9c,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
008d069a38364b87addb753806a7e403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008d4a812dc94f8fb4bb9432ee9bd7d7,0.0,0.0,0.0,1059.0,0.0,0.0,0.0,789.0
008f9dfa2a3548d29bf670c1d1ba6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008ff0ccbd174093b9a398ad0de56a3c,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0
0090dc7e4c2a47e6ab1a28046f6523ed,0.0,0.0,0.0,0.0,375.0,0.0,380.0,0.0
0091417adae34c4f9f6c3fbefe0756b1,0.0,344.0,500.0,0.0,0.0,206.0,380.0,0.0
00916000ff10414f89083cd6f5326454,0.0,210.0,500.0,0.0,0.0,4114.0,0.0,0.0
009191f5863b48b1a6c0674573fdaa9c,0.0,323.0,0.0,0.0,0.0,256.0,0.0,0.0
0091938597464ac08747522337f61982,0.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0
0091baf5df9f4855a40959d46631bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00923e5cbd154cff8ffe88a989919c38,0.0,321.0,0.0,999.0,0.0,259.0,0.0,789.0
00928641d8a642f88a526d2b5f2eab05,0.0,335.0,0.0,999.0,0.0,251.0,0.0,759.0
0092fe6dbcbc463babf0c6afc4aab869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009341a611c74b78acd593f75eec09b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00941ed4e471417cb94d8f0c2388067e,0.0,440.0,0.0,0.0,0.0,341.0,0.0,0.0
009590d533a9450fa2f13ecd3e4d10e5,1157.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0
00971e27e04f4fd6a340a04a38b9e5b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0098a454d97f46df9e1014b26d1a6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0098fe75daba4885804ca2d11d7a43b4,0.0,0.0,500.0,0.0,0.0,0.0,395.0,0.0
00996dce3d604eed8598549523bf9059,0.0,272.0,399.0,0.0,0.0,0.0,366.0,0.0
0099d19aa2154fb496451275f59ca6f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009ae9764e4940e0ab0751f8018c47a7,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
009af21b478a4b4592cfeb47b7bf275c,4648.0,0.0,0.0,0.0,3520.0,0.0,0.0,0.0
009b48981c044c74a0cd202526327b62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009c25a5bfb84e588417e7c4225541d5,0.0,0.0,0.0,0.0,641.0,0.0,0.0,1139.0
009d096b92434757943ca1a80fe062df,0.0,441.0,500.0,0.0,0.0,367.0,395.0,0.0
009d2e9950a14cc5a83a2679a3b5d5b7,0.0,0.0,0.0,0.0,0.0,206.0,328.0,0.0
009da4bc61f74395b812842152df019a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009ed1511b5e4b93abfbe90592df36ee,0.0,1032.0,0.0,0.0,0.0,783.0,0.0,0.0
009ed30085344c85987735caf42fe0ac,0.0,210.0,500.0,0.0,0.0,4114.0,0.0,0.0
009f065a58334621ac738226f218f90d,0.0,331.0,0.0,0.0,0.0,235.0,0.0,0.0
00a0c9bd9af9423aafefd190778797ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a1c942b2824e88b3b71b8e05f9c15b,0.0,853.0,0.0,0.0,0.0,649.0,0.0,0.0
00a23a5a00704c929fd546cd7eae1f32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a4192a959f4aa9abea13250236c1d9,0.0,381.0,500.0,0.0,0.0,289.0,380.0,0.0
00a43c4b9890460ba0db026c47670428,0.0,128.0,0.0,0.0,0.0,101.0,0.0,0.0
00a499972e6040838f2255c143fac43b,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
00a4d5be36274a0ea1b2388dae1cfba3,0.0,639.0,0.0,1772.0,0.0,515.0,0.0,1456.0
00a58af7693c4dc8a340dfcb51a3b353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a5b224f3e348d5ae381030bc6215c9,0.0,1146.0,0.0,0.0,0.0,877.0,0.0,0.0
00a5dc86dd0d4c53ae50609fd6da9550,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0
00a6f143573e42669fc6ba47a815f742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a78550005b420f9cdd961d2a2fd340,0.0,0.0,399.0,0.0,0.0,0.0,328.0,0.0
00a78fda390345838e0b17527f5657bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a7c14231ff44f4b075f3617bfdcb63,0.0,483.0,0.0,0.0,0.0,409.0,0.0,0.0
00a84e3cca71463b8af6d578c80eeeec,0.0,0.0,0.0,0.0,199.0,0.0,268.0,0.0
00a87c146b8340e88bf003f0b75634ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a899f7e1b047d9af0a4a7923475693,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
00a8a370ae8b4340a09f5467f483d2d1,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
00a9640218ea483fad607d830d77bbb5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a9e28a8dc64b929c5c7a9f65d843d4,0.0,963.0,0.0,0.0,0.0,798.0,0.0,0.0
00a9f958746a42068917dd39eefe5e83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00aa1541752549be86f44487c4c74160,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
00aa890065c74e7994f3a918d2c88002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab2bad55e74acd8620165e2848d893,1769.0,0.0,849.0,0.0,1337.0,0.0,626.0,0.0
00ab7090ec4a4f6ea5b480d2b7ba3f23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00abaa1e20724899929da6bd5dd3cc42,0.0,0.0,500.0,0.0,0.0,0.0,380.0,0.0
00abc2d607bb4cc1ba52dad09bcf06b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ac097c958749b49961eba4ea5f1f3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ac119b1f8d4667b56f6289e29dc459,0.0,980.0,0.0,0.0,0.0,743.0,0.0,0.0
00acba46a20343848ef868222228f3e5,0.0,591.0,500.0,0.0,0.0,421.0,380.0,0.0
00accead9cb944559791e16d4be263a2,0.0,751.0,0.0,0.0,0.0,521.0,0.0,0.0
00ae2da1b6384b84a20b271c822d4e2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ae4815744842e8b6d7f72d2520e0c4,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0
00ae92bae19e4c0eb846cb3346cee213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ae99aaeebe4c88983e8ce10fdac85c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00aee56b2eb348b39a24f95b610c0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00af0b247f194940b0212c3584dd3194,0.0,205.0,0.0,0.0,0.0,156.0,0.0,0.0
00b03af1fc3147ebb0eab9fc203a70f2,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0
00b086e5a2bd4ac68f93529755cf795d,0.0,585.0,0.0,0.0,0.0,426.0,0.0,0.0
00b0a3ce37c146b48ad1dbf9bebaf34a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00b0b5a8e0294fcba81c456931142de2,0.0,692.0,0.0,0.0,0.0,525.0,0.0,0.0
00b0e4be80bc4fcd897efab5c7a50663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0
00b11088d4e84eaf8a49ec98b534813d,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0
00b12a91e6374e70bb07988326b03b5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00b16bba10f64b85b06c8785f55f2f41,715.0,0.0,0.0,0.0,536.0,0.0,0.0,0.0
00b17737c2d745aaa71c6b0402281170,0.0,443.0,0.0,0.0,0.0,358.0,0.0,0.0
00b1f7fa5f3e4f05bd63a858b234d1e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00b22f96095f4ba1b12478542f060764,0.0,824.0,0.0,0.0,0.0,580.0,0.0,0.0
00b3dc49024d4d19bfe95f6e01ef30a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00b47ebb186e4764b1a16341bda3dc4c,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0
00b628ba5a7448af8147f6fe65b9fed0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0
00b687b884844f91b088d4cbffa708b9,0.0,0.0,0.0,0.0,361.0,0.0,427.0,0.0
